ticker,period,quarter,sales,gross_profit,operating_profit
93630,2024-03-31,FY,8091000000,,194000000
93630,2025-03-31,1Q,2080000000,,88000000
93630,2025-03-31,2Q,4313000000,,151000000
93630,2025-03-31,3Q,6618000000,,227000000
93630,2025-03-31,FY,8672000000,,243000000
93630,2026-03-31,1Q,2188000000,,99000000
93630,2026-03-31,2Q,4474000000,,194000000
93630,2026-03-31,3Q,6955000000,,293000000
93640,2021-03-31,FY,268290000000,,24449000000
93640,2022-03-31,1Q,64418000000,,7754000000
93640,2022-03-31,2Q,128968000000,,14342000000
93640,2022-03-31,3Q,195904000000,,21524000000
93640,2022-03-31,FY,261681000000,,28524000000
93640,2023-03-31,1Q,70886000000,,8640000000
93640,2023-03-31,2Q,139558000000,,16242000000
93640,2023-03-31,3Q,208469000000,,24206000000
93640,2023-03-31,FY,274139000000,,31580000000
93640,2024-03-31,1Q,67255000000,,7913000000
93640,2024-03-31,2Q,134502000000,,15433000000
93640,2024-03-31,3Q,202719000000,,23609000000
93640,2024-03-31,FY,266785000000,,30592000000
93640,2025-03-31,1Q,68096000000,,8587000000
93640,2025-03-31,2Q,137656000000,,16875000000
93640,2025-03-31,3Q,209974000000,,25551000000
93640,2025-03-31,FY,279182000000,,33095000000
93640,2026-03-31,1Q,72697000000,,9621000000
93640,2026-03-31,2Q,146516000000,,19292000000
93640,2026-03-31,3Q,222463000000,,28791000000
93650,2021-03-31,FY,14937000000,,61000000
93650,2022-03-31,1Q,4195000000,,61000000
93650,2022-03-31,2Q,8508000000,,172000000
93650,2022-03-31,3Q,13660000000,,300000000
93650,2022-03-31,FY,18390000000,,298000000
93650,2022-03-31,FY,18390000000,,298000000
93650,2023-03-31,1Q,4923000000,,28000000
93650,2023-03-31,2Q,10371000000,,220000000
93650,2023-03-31,3Q,15702000000,,424000000
93650,2023-03-31,FY,19855000000,,443000000
93650,2024-03-31,1Q,3824000000,,24000000
93650,2024-03-31,2Q,7631000000,,85000000
93650,2024-03-31,3Q,11432000000,,165000000
93650,2024-03-31,FY,15007000000,,199000000
93650,2025-03-31,1Q,3807000000,,32000000
93650,2025-03-31,2Q,8181000000,,108000000
93650,2025-03-31,3Q,12641000000,,235000000
93650,2025-03-31,FY,16646000000,,253000000
93650,2026-03-31,1Q,4067000000,,58000000
93650,2026-03-31,2Q,8223000000,,151000000
93650,2026-03-31,3Q,12528000000,,239000000
93670,2021-03-31,FY,22247000000,,782000000
93670,2022-03-31,1Q,4094000000,,262000000
93670,2022-03-31,2Q,8305000000,,553000000
93670,2022-03-31,3Q,12720000000,,922000000
93670,2022-03-31,FY,16604000000,,1073000000
93670,2023-03-31,1Q,4346000000,,315000000
93670,2023-03-31,2Q,8718000000,,589000000
93670,2023-03-31,3Q,13160000000,,898000000
93670,2023-03-31,FY,17130000000,,1038000000
93670,2024-03-31,1Q,4219000000,,223000000
93670,2024-03-31,2Q,8224000000,,393000000
93670,2024-03-31,2Q,8224000000,,393000000
93670,2024-03-31,3Q,12345000000,,589000000
93670,2024-03-31,FY,16051000000,,641000000
93670,2025-03-31,1Q,4250000000,,178000000
93670,2025-03-31,2Q,8411000000,,372000000
93670,2025-03-31,3Q,12880000000,,648000000
93670,2025-03-31,FY,16761000000,,660000000
93670,2026-03-31,1Q,4485000000,,252000000
93670,2026-03-31,2Q,9036000000,,543000000
93670,2026-03-31,3Q,13788000000,,875000000
93680,2023-03-31,2Q,28317000000,,1354000000
93690,2021-11-30,1Q,42669000000,,322000000
93690,2021-11-30,2Q,86721000000,,1579000000
93690,2021-11-30,3Q,131431000000,,2824000000
93690,2021-11-30,FY,175967000000,,3638000000
93690,2022-11-30,1Q,43247000000,,621000000
93690,2022-11-30,2Q,88113000000,,1860000000
93690,2022-11-30,3Q,133759000000,,2978000000
93690,2022-11-30,FY,179649000000,,3695000000
93690,2023-11-30,1Q,44377000000,,654000000
93690,2023-11-30,2Q,90201000000,,1848000000
93690,2023-11-30,3Q,137361000000,,3037000000
93690,2023-11-30,FY,184617000000,,4030000000
93690,2024-11-30,1Q,46453000000,,1191000000
93690,2024-11-30,2Q,95351000000,,3239000000
93690,2024-11-30,3Q,145215000000,,4930000000
93690,2024-11-30,FY,195192000000,,5562000000
93690,2025-11-30,1Q,48527000000,,1223000000
93690,2025-11-30,2Q,99660000000,,3071000000
93690,2025-11-30,3Q,150695000000,,4451000000
93690,2025-11-30,FY,202602000000,,5644000000
93760,2021-09-30,2Q,126000000,,-258000000
93760,2021-09-30,3Q,177000000,,-379000000
93760,2021-09-30,FY,224000000,,-505000000
93760,2022-09-30,1Q,123000000,,-102000000
93760,2022-09-30,2Q,183000000,,-212000000
93760,2022-09-30,3Q,320000000,,-304000000
93760,2022-09-30,FY,502000000,,-401000000
93760,2023-09-30,1Q,409000000,,-90000000
93760,2023-09-30,2Q,958000000,,-140000000
93760,2023-09-30,3Q,1900000000,,-138000000
93760,2023-09-30,FY,2945000000,,-120000000
93760,2024-09-30,1Q,883000000,,-24000000
93760,2024-09-30,2Q,2072000000,,5000000
93760,2024-09-30,3Q,3256000000,,30000000
93760,2024-09-30,FY,4598000000,,106000000
93760,2025-09-30,1Q,974000000,,-31000000
93760,2025-09-30,2Q,2249000000,,24000000
93760,2025-09-30,3Q,3429000000,,52000000
93760,2025-09-30,FY,4787000000,,115000000
93760,2026-09-30,1Q,1138000000,,4000000
93800,2021-03-31,FY,39001000000,,700000000
93800,2022-03-31,1Q,9355000000,,145000000
93800,2022-03-31,2Q,18878000000,,291000000
93800,2022-03-31,3Q,29060000000,,467000000
93800,2022-03-31,FY,39613000000,,684000000
93800,2023-03-31,1Q,10638000000,,207000000
93800,2023-03-31,2Q,21151000000,,385000000
93800,2023-03-31,3Q,31653000000,,624000000
93800,2023-03-31,FY,41467000000,,666000000
93800,2024-03-31,1Q,9983000000,,37000000
93800,2024-03-31,2Q,19923000000,,82000000
93800,2024-03-31,3Q,30315000000,,232000000
93800,2024-03-31,FY,39746000000,,288000000
93800,2025-03-31,1Q,9832000000,,101000000
93800,2025-03-31,2Q,19688000000,,283000000
93800,2025-03-31,3Q,29836000000,,572000000
93800,2025-03-31,FY,39399000000,,688000000
93800,2026-03-31,1Q,9737000000,,1000000
93800,2026-03-31,2Q,19662000000,,213000000
93800,2026-03-31,3Q,29861000000,,559000000
94120,2021-03-31,FY,139572000000,,19151000000
94120,2022-03-31,1Q,29078000000,,5493000000
94120,2022-03-31,2Q,58389000000,,10853000000
94120,2022-03-31,3Q,88436000000,,16256000000
94120,2022-03-31,FY,119632000000,,18862000000
94120,2023-03-31,1Q,28806000000,,5551000000
94120,2023-03-31,2Q,57996000000,,11147000000
94120,2023-03-31,3Q,88594000000,,16714000000
94120,2023-03-31,FY,121139000000,,22324000000
94120,2024-03-31,1Q,30009000000,,6919000000
94120,2024-03-31,2Q,60498000000,,13401000000
94120,2024-03-31,3Q,91022000000,,20541000000
94120,2024-03-31,FY,121872000000,,26545000000
94120,2025-03-31,1Q,30490000000,,7433000000
94120,2025-03-31,2Q,61016000000,,13876000000
94120,2025-03-31,3Q,91860000000,,21285000000
94120,2025-03-31,FY,123721000000,,27488000000
94120,2026-03-31,1Q,29825000000,,8009000000
94120,2026-03-31,2Q,60871000000,,17210000000
94120,2026-03-31,3Q,93332000000,,26520000000
94320,2021-03-31,FY,11943966000000,,1671391000000
94320,2022-03-31,1Q,2892570000000,,486274000000
94320,2022-03-31,2Q,5887647000000,,1009276000000
94320,2022-03-31,3Q,8923226000000,,1539668000000
94320,2022-03-31,FY,12156447000000,,1768593000000
94320,2023-03-31,1Q,3068871000000,,503352000000
94320,2023-03-31,2Q,6286177000000,,996539000000
94320,2023-03-31,3Q,9572594000000,,1520829000000
94320,2023-03-31,FY,13136194000000,,1828986000000
94320,2023-03-31,FY,13136194000000,,1828986000000
94320,2024-03-31,1Q,3111073000000,,474650000000
94320,2024-03-31,2Q,6364570000000,,950946000000
94320,2024-03-31,3Q,9716856000000,,1486187000000
94320,2024-03-31,FY,13374569000000,,1922910000000
94320,2025-03-31,1Q,3240023000000,,435817000000
94320,2025-03-31,2Q,6590625000000,,920255000000
94320,2025-03-31,3Q,10049724000000,,1399233000000
94320,2025-03-31,FY,13704727000000,,1649571000000
94320,2026-03-31,1Q,3262039000000,,405193000000
94320,2026-03-31,2Q,6772713000000,,945029000000
94320,2026-03-31,3Q,10421038000000,,1457145000000
94360,2021-03-31,FY,74191000000,,14450000000
94360,2022-03-31,1Q,17893000000,,4631000000
94360,2022-03-31,2Q,35951000000,,9421000000
94360,2022-03-31,3Q,54923000000,,13642000000
94360,2022-03-31,FY,73426000000,,15222000000
94360,2023-03-31,1Q,18533000000,,4594000000
94360,2023-03-31,2Q,38163000000,,8785000000
94360,2023-03-31,3Q,57851000000,,13038000000
94360,2023-03-31,FY,77299000000,,15932000000
94360,2024-03-31,1Q,18500000000,,4522000000
94360,2024-03-31,1Q,18500000000,,4522000000
94360,2024-03-31,2Q,38043000000,,9285000000
94360,2024-03-31,3Q,58436000000,,13672000000
94360,2024-03-31,FY,77990000000,,17014000000
94360,2025-03-31,1Q,19812000000,,4370000000
94360,2025-03-31,1Q,19812000000,,4370000000
94360,2025-03-31,2Q,41148000000,,8900000000
94360,2025-03-31,3Q,62409000000,,13732000000
94360,2025-03-31,3Q,62409000000,,13732000000
94360,2025-03-31,FY,84314000000,,17761000000
94360,2026-03-31,1Q,20613000000,,4644000000
94360,2026-03-31,1Q,20613000000,,4644000000
94360,2026-03-31,2Q,42068000000,,9350000000
94360,2026-03-31,3Q,64360000000,,14350000000
94390,2025-06-30,2Q,959000000,,15000000
94450,2024-03-31,FY,23115000000,,1023000000
94450,2025-03-31,FY,25684000000,,1142000000
95010,2021-03-31,FY,5866824000000,,143460000000
95010,2022-03-31,1Q,980074000000,,-11350000000
95010,2022-03-31,2Q,2210745000000,,97020000000
95010,2022-03-31,3Q,3503540000000,,88084000000
95010,2022-03-31,FY,5309924000000,,46230000000
95010,2023-03-31,1Q,1476485000000,,-44267000000
95010,2023-03-31,2Q,3505302000000,,-156099000000
95010,2023-03-31,3Q,5512614000000,,-273620000000
95010,2023-03-31,FY,7798696000000,,-228969000000
95010,2024-03-31,1Q,1615156000000,,151137000000
95010,2024-03-31,2Q,3513710000000,,354715000000
95010,2024-03-31,3Q,5105058000000,,382534000000
95010,2024-03-31,FY,6918389000000,,278856000000
95010,2025-03-31,1Q,1492524000000,,62855000000
95010,2025-03-31,1Q,1492524000000,,62855000000
95010,2025-03-31,2Q,3354957000000,,199012000000
95010,2025-03-31,3Q,4963319000000,,311065000000
95010,2025-03-31,3Q,4963319000000,,311065000000
95010,2025-03-31,FY,6810391000000,,234452000000
95010,2026-03-31,1Q,1425123000000,,64699000000
95010,2026-03-31,1Q,1425123000000,,64699000000
95010,2026-03-31,2Q,3150274000000,,217054000000
95010,2026-03-31,3Q,4612176000000,,258406000000
95010,2026-03-31,3Q,4612176000000,,258406000000
95020,2021-03-31,FY,2935409000000,,145694000000
95020,2022-03-31,1Q,524934000000,,22302000000
95020,2022-03-31,2Q,1160474000000,,54065000000
95020,2022-03-31,3Q,1826894000000,,-1800000000
95020,2022-03-31,FY,2705162000000,,-53830000000
95020,2023-03-31,1Q,765963000000,,41486000000
95020,2023-03-31,2Q,1779233000000,,61261000000
95020,2023-03-31,3Q,2814044000000,,48268000000
95020,2023-03-31,FY,3986681000000,,107089000000
95020,2024-03-31,1Q,897604000000,,157186000000
95020,2024-03-31,2Q,1841544000000,,245658000000
95020,2024-03-31,3Q,2697143000000,,289611000000
95020,2024-03-31,FY,3610414000000,,343339000000
95020,2025-03-31,1Q,820592000000,,85867000000
95020,2025-03-31,1Q,820592000000,,85867000000
95020,2025-03-31,2Q,1766482000000,,142754000000
95020,2025-03-31,3Q,2651636000000,,184120000000
95020,2025-03-31,3Q,2651636000000,,184120000000
95020,2025-03-31,FY,3669234000000,,242045000000
95020,2026-03-31,1Q,800312000000,,67932000000
95020,2026-03-31,1Q,800312000000,,67932000000
95020,2026-03-31,2Q,1747832000000,,145544000000
95020,2026-03-31,3Q,2566360000000,,168565000000
95020,2026-03-31,3Q,2566360000000,,168565000000
95030,2021-03-31,FY,3092398000000,,145746000000
95030,2022-03-31,1Q,568844000000,,21645000000
95030,2022-03-31,2Q,1258894000000,,111131000000
95030,2022-03-31,3Q,1949771000000,,88331000000
95030,2022-03-31,FY,2851894000000,,99325000000
95030,2023-03-31,1Q,767567000000,,-43201000000
95030,2023-03-31,2Q,1784207000000,,-151916000000
95030,2023-03-31,3Q,2773136000000,,-219325000000
95030,2023-03-31,FY,3951884000000,,-52056000000
95030,2024-03-31,1Q,966593000000,,256367000000
95030,2024-03-31,2Q,2073046000000,,488226000000
95030,2024-03-31,3Q,2998064000000,,612692000000
95030,2024-03-31,FY,4059378000000,,728935000000
95030,2025-03-31,1Q,984149000000,,148773000000
95030,2025-03-31,2Q,2136504000000,,297233000000
95030,2025-03-31,3Q,3152621000000,,399843000000
95030,2025-03-31,FY,4337111000000,,468877000000
95030,2025-03-31,FY,4337111000000,,468877000000
95030,2026-03-31,1Q,917791000000,,128949000000
95030,2026-03-31,2Q,2008118000000,,276552000000
95030,2026-03-31,3Q,2949122000000,,387777000000
95040,2021-03-31,FY,1307498000000,,34283000000
95040,2022-03-31,1Q,220103000000,,-4953000000
95040,2022-03-31,2Q,485483000000,,2720000000
95040,2022-03-31,3Q,763072000000,,-26998000000
95040,2022-03-31,FY,1136646000000,,-60744000000
95040,2023-03-31,1Q,314753000000,,-29193000000
95040,2023-03-31,2Q,749774000000,,-73170000000
95040,2023-03-31,3Q,1179887000000,,-106936000000
95040,2023-03-31,FY,1694602000000,,-68892000000
95040,2024-03-31,1Q,401078000000,,88245000000
95040,2024-03-31,2Q,841547000000,,165064000000
95040,2024-03-31,3Q,1204828000000,,175865000000
95040,2024-03-31,FY,1628785000000,,206777000000
95040,2025-03-31,1Q,330344000000,,34865000000
95040,2025-03-31,1Q,330344000000,,34865000000
95040,2025-03-31,2Q,741906000000,,69889000000
95040,2025-03-31,3Q,1096411000000,,89953000000
95040,2025-03-31,3Q,1096411000000,,89953000000
95040,2025-03-31,FY,1529218000000,,129148000000
95040,2026-03-31,1Q,329562000000,,39586000000
95040,2026-03-31,1Q,329562000000,,39586000000
95040,2026-03-31,2Q,726264000000,,90930000000
95040,2026-03-31,3Q,1056019000000,,99343000000
95040,2026-03-31,3Q,1056019000000,,99343000000
95050,2021-03-31,FY,639445000000,,17828000000
95050,2022-03-31,1Q,122321000000,,6454000000
95050,2022-03-31,2Q,271636000000,,11492000000
95050,2022-03-31,3Q,420802000000,,-3929000000
95050,2022-03-31,FY,613756000000,,-16390000000
95050,2023-03-31,1Q,163560000000,,-12213000000
95050,2023-03-31,2Q,374932000000,,-37182000000
95050,2023-03-31,3Q,580184000000,,-67250000000
95050,2023-03-31,FY,817601000000,,-73791000000
95050,2024-03-31,1Q,192987000000,,41859000000
95050,2024-03-31,2Q,407921000000,,75012000000
95050,2024-03-31,3Q,593704000000,,90509000000
95050,2024-03-31,FY,808238000000,,114911000000
95050,2025-03-31,1Q,187636000000,,35994000000
95050,2025-03-31,2Q,420312000000,,62340000000
95050,2025-03-31,3Q,626757000000,,78460000000
95050,2025-03-31,FY,858275000000,,101034000000
95050,2026-03-31,1Q,186079000000,,36272000000
95050,2026-03-31,2Q,403179000000,,66546000000
95050,2026-03-31,3Q,583114000000,,80084000000
95060,2021-03-31,FY,2286803000000,,87919000000
95060,2022-03-31,1Q,400590000000,,22877000000
95060,2022-03-31,2Q,873131000000,,49050000000
95060,2022-03-31,3Q,1398955000000,,23330000000
95060,2022-03-31,FY,2104448000000,,-28737000000
95060,2023-03-31,1Q,558290000000,,-26451000000
95060,2023-03-31,2Q,1339715000000,,-126270000000
95060,2023-03-31,3Q,2132440000000,,-213493000000
95060,2023-03-31,FY,3007204000000,,-180054000000
95060,2024-03-31,1Q,633576000000,,116802000000
95060,2024-03-31,2Q,1387835000000,,227541000000
95060,2024-03-31,3Q,2056315000000,,292418000000
95060,2024-03-31,FY,2817813000000,,322263000000
95060,2025-03-31,1Q,614563000000,,93957000000
95060,2025-03-31,2Q,1311573000000,,168773000000
95060,2025-03-31,3Q,1920436000000,,200702000000
95060,2025-03-31,FY,2644912000000,,280332000000
95060,2026-03-31,1Q,535380000000,,64369000000
95060,2026-03-31,2Q,1168956000000,,141113000000
95060,2026-03-31,3Q,1727228000000,,183165000000
95080,2021-03-31,FY,2131799000000,,77397000000
95080,2022-03-31,1Q,349994000000,,30457000000
95080,2022-03-31,2Q,771501000000,,76495000000
95080,2022-03-31,3Q,1196797000000,,74482000000
95080,2022-03-31,FY,1743310000000,,48624000000
95080,2023-03-31,1Q,436719000000,,-46638000000
95080,2023-03-31,2Q,1010682000000,,-75699000000
95080,2023-03-31,3Q,1567510000000,,-120588000000
95080,2023-03-31,FY,2221300000000,,-72998000000
95080,2024-03-31,1Q,496524000000,,100218000000
95080,2024-03-31,2Q,1085316000000,,207598000000
95080,2024-03-31,3Q,1583391000000,,260042000000
95080,2024-03-31,FY,2139447000000,,254919000000
95080,2025-03-31,1Q,501180000000,,49844000000
95080,2025-03-31,2Q,1151192000000,,108626000000
95080,2025-03-31,3Q,1715349000000,,148959000000
95080,2025-03-31,FY,2356833000000,,199564000000
95080,2026-03-31,1Q,498334000000,,61853000000
95080,2026-03-31,2Q,1127799000000,,169695000000
95080,2026-03-31,3Q,1649342000000,,216306000000
95090,2021-03-31,FY,740790000000,,53775000000
95090,2022-03-31,1Q,128137000000,,16715000000
95090,2022-03-31,2Q,273469000000,,27118000000
95090,2022-03-31,3Q,441204000000,,18857000000
95090,2022-03-31,FY,663414000000,,24970000000
95090,2023-03-31,1Q,176029000000,,13067000000
95090,2023-03-31,2Q,386853000000,,-985000000
95090,2023-03-31,3Q,623847000000,,-26847000000
95090,2023-03-31,FY,888874000000,,-22530000000
95090,2024-03-31,1Q,227791000000,,49426000000
95090,2024-03-31,2Q,458579000000,,74966000000
95090,2024-03-31,3Q,685581000000,,81030000000
95090,2024-03-31,FY,953784000000,,101155000000
95090,2025-03-31,1Q,202569000000,,34676000000
95090,2025-03-31,1Q,202569000000,,34676000000
95090,2025-03-31,2Q,416710000000,,56168000000
95090,2025-03-31,3Q,646403000000,,64495000000
95090,2025-03-31,3Q,646403000000,,64495000000
95090,2025-03-31,FY,902053000000,,75838000000
95090,2026-03-31,1Q,202497000000,,43898000000
95090,2026-03-31,1Q,202497000000,,43898000000
95090,2026-03-31,2Q,411951000000,,67967000000
95090,2026-03-31,3Q,617703000000,,79157000000
95090,2026-03-31,3Q,617703000000,,79157000000
95110,2021-03-31,FY,190520000000,,12619000000
95110,2022-03-31,1Q,36610000000,,-1784000000
95110,2022-03-31,2Q,87782000000,,5155000000
95110,2022-03-31,3Q,132090000000,,4910000000
95110,2022-03-31,FY,176232000000,,2810000000
95110,2023-03-31,1Q,48452000000,,-9349000000
95110,2023-03-31,2Q,118738000000,,-22518000000
95110,2023-03-31,3Q,174537000000,,-34546000000
95110,2023-03-31,FY,223517000000,,-48406000000
95110,2024-03-31,1Q,53778000000,,-5405000000
95110,2024-03-31,2Q,130501000000,,4704000000
95110,2024-03-31,3Q,187312000000,,6584000000
95110,2024-03-31,FY,236394000000,,3481000000
95110,2025-03-31,1Q,52453000000,,-2703000000
95110,2025-03-31,2Q,127229000000,,7284000000
95110,2025-03-31,3Q,186303000000,,12344000000
95110,2025-03-31,FY,236540000000,,7322000000
95110,2026-03-31,1Q,50509000000,,-1058000000
95110,2026-03-31,2Q,119231000000,,9994000000
95110,2026-03-31,3Q,175303000000,,15853000000
95130,2021-03-31,FY,909144000000,,77775000000
95130,2022-03-31,1Q,191743000000,,21544000000
95130,2022-03-31,2Q,431811000000,,34839000000
95130,2022-03-31,3Q,709513000000,,63932000000
95130,2022-03-31,FY,1084621000000,,86979000000
95130,2023-03-31,1Q,323319000000,,19507000000
95130,2023-03-31,2Q,839798000000,,86318000000
95130,2023-03-31,3Q,1401554000000,,161511000000
95130,2023-03-31,FY,1841922000000,,183867000000
95130,2024-03-31,1Q,281382000000,,26558000000
95130,2024-03-31,2Q,631594000000,,44998000000
95130,2024-03-31,3Q,960842000000,,83725000000
95130,2024-03-31,FY,1257998000000,,105704000000
95130,2025-03-31,1Q,259056000000,,32676000000
95130,2025-03-31,2Q,640725000000,,70791000000
95130,2025-03-31,3Q,958959000000,,114191000000
95130,2025-03-31,FY,1316674000000,,138310000000
95130,2026-03-31,1Q,250297000000,,32477000000
95130,2026-03-31,2Q,571414000000,,53605000000
95130,2026-03-31,3Q,864559000000,,88265000000
95140,2021-06-30,FY,13144000000,,2584000000
95190,2021-03-31,FY,20553000000,,4605000000
95190,2022-03-31,1Q,6116000000,,2483000000
95190,2022-03-31,2Q,13368000000,,4016000000
95190,2022-03-31,3Q,21114000000,,995000000
95190,2022-03-31,FY,29207000000,,874000000
95190,2023-03-31,1Q,8525000000,,6109000000
95190,2023-03-31,2Q,17338000000,,7426000000
95190,2023-03-31,3Q,24801000000,,8327000000
95190,2023-03-31,FY,33581000000,,8870000000
95190,2024-03-31,1Q,9596000000,,2988000000
95190,2024-03-31,2Q,18551000000,,6233000000
95190,2024-03-31,3Q,29827000000,,6375000000
95190,2024-03-31,FY,44748000000,,5017000000
95190,2025-03-31,1Q,15157000000,,571000000
95190,2025-03-31,2Q,33689000000,,2152000000
95190,2025-03-31,3Q,48631000000,,2529000000
95190,2025-03-31,FY,70246000000,,4066000000
95190,2026-03-31,1Q,20527000000,,3296000000
95190,2026-03-31,2Q,40609000000,,4888000000
95190,2026-03-31,3Q,64016000000,,7759000000
95190,2026-03-31,3Q,64016000000,,7759000000
95530,2026-09-30,1Q,4557000000,,398000000
